date,atemperature,ltemperature,sunshine,sonw(accumulated),htemperature,snow,windSpeed(m/s),humidity(%)
2012/4/1,0.1,-2.9,5.9,20,3.1,1,5.4,57
2012/4/2,-0.5,-3.4,5.8,18,2.1,0,2.8,59
2012/4/3,0.8,-0.7,0.0,18,3.0,1,3.7,82
2012/4/4,1.3,-1.4,0.0,23,3.3,7,7.3,74
2012/4/5,1.8,-0.2,6.1,23,4.6,0,4.4,44
2012/4/6,-0.1,-2.8,0.7,21,2.9,3,2.6,69
2012/4/7,-0.9,-3.5,2.1,23,2.4,7,2.3,74
2012/4/8,1.9,-4.4,3.5,23,5.4,0,2.5,59
2012/4/9,4.7,1.5,4.4,17,10.9,0,5.8,72
2012/4/10,7.2,1.3,9.1,10,11.0,0,2.7,54
2012/4/11,7.7,4.9,0.4,2,11.0,0,6.1,71
2012/4/12,8.3,4.0,11.9,0,13.1,0,4.5,36
2012/4/13,6.4,3.3,6.1,0,10.7,0,5.2,68
2012/4/14,6.7,1.2,12.5,0,13.3,0,2.2,60
2012/4/15,5.0,0.5,11.9,0,11.8,0,2.7,70
2012/4/16,5.9,1.5,6.2,0,10.6,0,6.0,69
2012/4/17,6.6,5.6,0.0,0,8.4,0,3.2,83
2012/4/18,7.1,5.3,0.0,0,9.5,0,1.3,87
2012/4/19,9.2,6.0,2.1,0,14.1,0,2.1,70
2012/4/20,8.5,4.0,8.9,0,14.4,0,2.3,70
2012/4/21,10.1,5.7,12.2,0,15.9,0,2.6,58
2012/4/22,9.1,4.5,8.0,0,14.0,0,9.5,61
2012/4/23,10.5,8.8,0.3,0,12.7,0,6.8,79
2012/4/24,11.4,9.6,1.8,0,14.8,0,2.8,83
2012/4/25,12.9,9.4,7.6,0,20.0,0,2.8,78
2012/4/26,12.1,10.1,2.5,0,15.9,0,10.6,79
2012/4/27,12.4,9.6,11.0,0,17.3,0,3.5,61
2012/4/28,14.0,7.0,12.0,0,21.8,0,3.7,44
2012/4/29,14.5,10.4,2.9,0,21.8,0,4.8,53
2012/4/30,16.6,7.9,10.3,0,25.0,0,3.7,42
2012/5/1,18.0,12.1,8.1,0,25.4,0,4.3,50
2012/5/2,17.1,13.3,11.8,0,23.2,0,5.4,69
2012/5/3,15.0,12.6,0.8,0,17.7,0,8.0,81
2012/5/4,13.5,12.2,0.0,0,15.0,0,1.7,91
2012/5/5,12.6,11.4,0.3,0,14.1,0,2.8,80
2012/5/6,12.7,8.9,5.0,0,18.0,0,3.8,67
2012/5/7,11.8,9.6,0.8,0,15.5,0,3.7,75
2012/5/8,13.3,7.9,6.2,0,19.9,0,2.3,66
2012/5/9,11.9,9.4,6.6,0,17.0,0,3.3,75
2012/5/10,10.8,8.9,5.2,0,14.1,0,3.9,75
2012/5/11,8.8,4.6,7.5,0,13.3,0,4.4,64
2012/5/12,6.7,4.7,2.4,0,9.1,0,7.9,73
2012/5/13,9.9,6.9,10.2,0,13.5,0,6.3,56
2012/5/14,12.0,6.5,12.0,0,17.4,0,2.6,67
2012/5/15,11.7,10.5,0.0,0,13.6,0,4.8,78
2012/5/16,11.6,10.0,0.0,0,13.6,0,2.8,87
2012/5/17,13.5,8.1,11.2,0,19.0,0,2.2,70
2012/5/18,12.0,8.6,10.0,0,16.8,0,3.6,75
2012/5/19,11.5,9.5,7.8,0,15.1,0,4.9,73
2012/5/20,13.3,8.8,12.8,0,20.1,0,2.1,69
2012/5/21,13.8,8.7,12.9,0,21.6,0,2.9,70
2012/5/22,16.1,10.7,11.4,0,23.9,0,4.5,52
2012/5/23,15.4,11.1,1.5,0,20.5,0,2.8,63
2012/5/24,16.3,13.7,11.6,0,21.2,0,4.9,61
2012/5/25,16.5,13.2,10.2,0,25.8,0,2.9,68
2012/5/26,14.2,12.6,8.7,0,17.7,0,4.8,74
2012/5/27,10.9,8.0,3.5,0,13.5,0,5.7,74
2012/5/28,11.7,7.4,11.6,0,16.5,0,5.7,66
2012/5/29,13.5,10.1,2.7,0,18.6,0,3.8,76
2012/5/30,13.3,11.7,4.2,0,18.4,0,3.6,81
2012/5/31,14.2,11.5,10.2,0,18.4,0,2.7,75
2012/6/1,14.0,12.5,1.2,0,17.2,0,3.3,84
2012/6/2,14.7,10.7,8.9,0,20.6,0,2.3,73
2012/6/3,14.1,9.8,13.6,0,20.0,0,3.5,72
2012/6/4,17.4,10.9,14.1,0,25.4,0,2.5,68
2012/6/5,19.0,12.2,9.7,0,26.1,0,2.4,63
2012/6/6,18.0,16.2,2.8,0,22.5,0,3.1,73
2012/6/7,17.4,14.3,3.5,0,23.4,0,2.3,83
2012/6/8,18.1,15.0,5.9,0,23.5,0,3.0,75
2012/6/9,17.4,16.0,1.9,0,20.0,0,6.2,73
2012/6/10,18.4,16.0,1.5,0,24.1,0,3.6,76
2012/6/11,17.0,14.9,7.3,0,20.9,0,3.8,78
2012/6/12,15.0,11.4,11.2,0,18.8,0,5.3,62
2012/6/13,13.3,9.9,8.9,0,18.7,0,4.7,61
2012/6/14,13.6,9.3,10.9,0,19.2,0,3.2,68
2012/6/15,16.1,9.5,13.3,0,24.5,0,2.1,64
2012/6/16,16.4,13.2,6.4,0,20.3,0,5.8,70
2012/6/17,16.4,15.7,0.0,0,17.3,0,3.2,87
2012/6/18,17.4,15.3,5.7,0,20.8,0,3.6,82
2012/6/19,17.5,15.1,6.3,0,21.7,0,5.8,73
2012/6/20,15.1,13.6,0.0,0,17.2,0,4.1,79
2012/6/21,15.8,13.3,0.2,0,18.9,0,2.3,71
2012/6/22,14.3,12.7,0.0,0,16.9,0,1.9,88
2012/6/23,15.3,13.2,1.1,0,18.9,0,3.2,83
2012/6/24,16.8,14.3,5.1,0,20.2,0,3.3,77
2012/6/25,18.0,14.7,8.1,0,23.6,0,2.3,76
2012/6/26,19.0,13.9,14.0,0,25.9,0,1.9,69
2012/6/27,20.1,14.2,13.9,0,27.6,0,2.4,60
2012/6/28,21.7,16.0,13.9,0,28.9,0,2.4,48
2012/6/29,22.1,16.4,13.5,0,29.6,0,1.8,58
2012/6/30,22.3,15.5,12.7,0,30.0,0,4.5,60
2012/7/1,21.5,18.1,7.5,0,25.2,0,8.2,54
2012/7/2,21.1,18.6,0.5,0,24.2,0,6.0,75
2012/7/3,21.7,18.7,6.1,0,28.0,0,3.5,74
2012/7/4,20.9,16.8,1.2,0,26.3,0,2.0,77
2012/7/5,21.1,17.9,1.4,0,24.9,0,1.9,81
2012/7/6,21.1,18.3,10.1,0,24.8,0,3.0,80
2012/7/7,21.8,19.4,8.9,0,26.2,0,2.7,74
2012/7/8,21.1,17.4,3.7,0,24.9,0,2.0,77
2012/7/9,19.7,17.6,0.0,0,22.4,0,2.5,84
2012/7/10,19.3,17.0,5.9,0,22.8,0,3.2,77
2012/7/11,22.2,16.2,9.8,0,28.9,0,2.9,73
2012/7/12,19.9,18.9,0.0,0,21.3,0,3.4,93
2012/7/13,21.6,18.2,4.7,0,26.0,0,4.1,76
2012/7/14,16.8,14.7,3.5,0,19.1,0,4.4,78
2012/7/15,19.0,13.5,9.3,0,23.6,0,2.2,75
2012/7/16,20.0,16.5,3.8,0,25.4,0,2.6,80
2012/7/17,21.0,17.6,13.1,0,25.2,0,3.2,73
2012/7/18,22.8,18.2,10.9,0,31.0,0,3.2,69
2012/7/19,20.4,15.8,12.4,0,23.8,0,4.2,65
2012/7/20,19.8,14.1,13.9,0,26.0,0,3.0,68
2012/7/21,20.0,15.9,10.4,0,25.9,0,2.3,71
2012/7/22,20.1,17.7,2.0,0,24.3,0,2.3,73
2012/7/23,20.4,16.7,12.1,0,24.8,0,3.3,71
2012/7/24,22.2,17.7,4.7,0,27.6,0,3.2,75
2012/7/25,23.7,20.3,6.9,0,27.9,0,3.2,77
2012/7/26,23.4,20.6,7.4,0,30.1,0,2.5,81
2012/7/27,27.1,21.5,10.1,0,32.5,0,3.7,67
2012/7/28,26.6,23.1,4.2,0,32.3,0,3.2,69
2012/7/29,24.5,21.4,8.4,0,31.3,0,2.5,72
2012/7/30,27.0,21.8,10.7,0,32.3,0,3.7,67
2012/7/31,26.5,23.0,2.0,0,30.7,0,3.0,74
2012/8/1,22.6,20.0,0.0,0,27.4,0,2.8,87
2012/8/2,20.0,18.7,2.4,0,22.8,0,4.2,82
2012/8/3,21.6,18.7,3.8,0,26.6,0,2.8,75
2012/8/4,20.9,18.8,1.2,0,23.9,0,5.5,73
2012/8/5,22.1,20.2,0.0,0,24.6,0,2.0,84
2012/8/6,21.4,19.1,2.6,0,25.0,0,4.0,84
2012/8/7,19.9,18.2,8.7,0,23.3,0,5.4,71
2012/8/8,21.1,18.0,7.6,0,24.8,0,3.4,73
2012/8/9,23.7,19.8,11.3,0,28.9,0,4.3,67
2012/8/10,23.1,20.5,1.5,0,27.4,0,2.0,79
2012/8/11,23.6,21.2,2.1,0,27.1,0,1.8,80
2012/8/12,24.0,20.3,4.1,0,27.9,0,3.7,73
2012/8/13,22.1,20.0,0.0,0,23.5,0,2.9,87
2012/8/14,22.3,17.8,12.1,0,26.8,0,3.2,65
2012/8/15,22.0,16.0,6.1,0,27.6,0,5.2,62
2012/8/16,21.4,20.0,0.0,0,23.7,0,4.9,87
2012/8/17,21.4,19.1,0.0,0,23.9,0,1.4,82
2012/8/18,22.7,20.2,2.9,0,26.1,0,1.5,79
2012/8/19,24.0,20.0,5.1,0,28.4,0,4.9,77
2012/8/20,24.8,22.2,0.6,0,27.4,0,2.4,88
2012/8/21,27.9,22.7,11.2,0,32.9,0,3.5,69
2012/8/22,27.0,21.8,11.7,0,32.1,0,4.7,69
2012/8/23,22.8,21.1,0.2,0,25.5,0,3.5,81
2012/8/24,23.0,21.2,0.1,0,25.6,0,1.3,81
2012/8/25,24.7,21.3,5.6,0,30.5,0,2.2,79
2012/8/26,26.1,22.6,4.7,0,29.9,0,2.5,72
2012/8/27,25.4,22.6,10.0,0,30.7,0,2.7,77
2012/8/28,25.0,22.2,8.4,0,30.0,0,2.2,77
2012/8/29,25.3,22.9,6.2,0,28.9,0,6.6,79
2012/8/30,28.0,24.0,11.6,0,32.9,0,4.6,60
2012/8/31,24.8,22.0,4.9,0,28.3,0,2.1,67
2012/9/1,26.1,22.7,7.5,0,29.9,0,4.6,72
2012/9/2,25.4,21.1,12.2,0,30.8,0,4.7,70
2012/9/3,26.6,23.1,12.2,0,31.6,0,4.9,69
2012/9/4,26.2,22.8,8.8,0,30.6,0,5.5,72
2012/9/5,25.1,22.2,9.6,0,28.8,0,4.7,63
2012/9/6,23.2,20.7,0.6,0,25.0,0,3.9,81
2012/9/7,23.1,17.4,11.6,0,29.0,0,1.6,61
2012/9/8,23.4,17.3,10.5,0,29.7,0,2.3,55
2012/9/9,21.7,20.2,0.1,0,22.8,0,4.3,90
2012/9/10,22.1,20.9,0.0,0,24.0,0,1.7,90
2012/9/11,21.8,20.1,0.2,0,24.5,0,1.1,89
2012/9/12,23.8,20.6,5.8,0,30.3,0,1.7,79
2012/9/13,23.4,19.1,9.3,0,29.4,0,2.5,74
2012/9/14,24.5,19.3,9.7,0,29.8,0,2.0,71
2012/9/15,25.4,22.1,7.5,0,30.7,0,3.4,74
2012/9/16,22.6,21.0,0.6,0,24.6,0,3.1,82
2012/9/17,24.1,21.3,2.9,0,27.6,0,4.2,80
2012/9/18,26.7,24.1,8.8,0,30.5,0,5.5,76
2012/9/19,25.6,23.0,1.3,0,29.2,0,3.6,76
2012/9/20,21.8,18.0,5.3,0,26.8,0,3.1,69
2012/9/21,20.3,15.1,6.5,0,25.1,0,1.8,64
2012/9/22,19.9,15.8,7.6,0,26.5,0,1.7,66
2012/9/23,19.5,14.8,7.8,0,25.9,0,1.9,71
2012/9/24,19.2,16.2,4.0,0,22.7,0,1.9,70
2012/9/25,16.3,14.0,0.9,0,18.7,0,3.7,80
2012/9/26,16.9,12.7,6.8,0,22.0,0,2.1,75
2012/9/27,17.4,13.6,0.3,0,20.5,0,3.4,76
2012/9/28,18.5,15.7,4.2,0,21.7,0,4.4,68
2012/9/29,20.8,17.1,3.6,0,25.4,0,4.3,70
2012/9/30,20.2,16.6,0.0,0,22.3,0,2.7,74
2012/10/1,18.1,15.6,2.3,0,22.3,0,4.0,81
2012/10/2,17.9,14.4,9.7,0,23.0,0,1.8,72
2012/10/3,17.1,14.2,0.4,0,20.7,0,1.9,78
2012/10/4,16.6,12.8,8.2,0,21.6,0,1.5,73
2012/10/5,16.2,13.4,1.6,0,19.6,0,1.8,70
2012/10/6,16.3,12.9,2.8,0,21.3,0,2.7,69
2012/10/7,15.2,10.9,10.3,0,19.2,0,4.2,56
2012/10/8,14.4,9.0,10.0,0,20.4,0,1.8,64
2012/10/9,14.4,8.7,10.1,0,20.3,0,1.7,64
2012/10/10,14.3,9.6,4.9,0,19.0,0,4.0,72
2012/10/11,13.6,11.7,0.2,0,15.0,0,4.3,80
2012/10/12,13.5,9.9,1.7,0,17.5,0,1.9,68
2012/10/13,13.2,9.4,4.0,0,17.7,0,2.5,75
2012/10/14,14.3,8.7,8.4,0,19.2,0,4.2,76
2012/10/15,12.9,10.0,8.7,0,16.5,0,3.1,60
2012/10/16,13.0,8.8,8.7,0,17.9,0,3.3,55
2012/10/17,13.8,9.6,1.4,0,16.3,0,4.3,79
2012/10/18,11.2,6.6,7.1,0,15.0,0,4.1,56
2012/10/19,9.3,5.2,4.4,0,12.9,0,3.4,55
2012/10/20,12.0,6.2,5.0,0,16.7,0,3.3,62
2012/10/21,9.1,6.8,2.3,0,13.8,0,4.5,60
2012/10/22,10.4,6.5,5.1,0,13.4,0,3.6,59
2012/10/23,13.7,7.6,0.2,0,16.9,0,6.8,75
2012/10/24,8.9,6.4,4.6,0,11.3,0,5.6,62
2012/10/25,9.4,3.9,6.1,0,15.5,0,3.1,69
2012/10/26,10.7,6.2,8.7,0,14.1,0,4.1,69
2012/10/27,10.4,4.0,7.9,0,16.4,0,3.7,74
2012/10/28,11.1,9.9,0.0,0,12.3,0,8.9,75
2012/10/29,13.2,8.7,3.9,0,16.8,0,4.0,69
2012/10/30,9.3,5.6,2.4,0,12.7,0,2.0,78
2012/10/31,8.3,5.9,2.1,0,10.8,0,3.7,74
2012/11/1,8.6,5.6,0.8,0,11.4,0,1.5,82
2012/11/2,9.1,7.9,0.0,0,11.5,0,5.1,84
2012/11/3,8.6,5.8,2.4,0,11.4,0,5.8,72
2012/11/4,8.6,6.6,0.4,0,10.0,0,7.6,81
2012/11/5,8.0,5.3,6.8,0,11.1,0,2.1,73
2012/11/6,10.9,9.7,0.0,0,12.6,0,5.0,82
2012/11/7,10.1,9.4,0.0,0,11.0,0,2.2,92
2012/11/8,9.9,5.8,4.0,0,14.2,0,1.9,84
2012/11/9,9.8,7.9,0.0,0,11.5,0,2.8,76
2012/11/10,7.7,5.6,5.5,0,10.4,0,4.0,61
2012/11/11,7.2,2.4,8.5,0,10.7,0,3.2,65
2012/11/12,9.2,6.8,0.1,0,12.3,0,5.9,82
2012/11/13,9.9,6.9,5.0,0,13.3,0,3.3,61
2012/11/14,7.5,6.1,0.0,0,8.7,0,2.1,79
2012/11/15,5.8,3.4,3.3,0,8.8,0,3.0,58
2012/11/16,6.4,2.4,3.0,0,9.3,0,2.4,62
2012/11/17,6.7,5.5,0.0,0,7.7,0,2.4,85
2012/11/18,3.3,0.4,0.1,1,6.4,1,6.5,81
2012/11/19,1.8,-1.0,3.1,1,4.2,0,1.8,71
2012/11/20,2.1,-0.1,2.8,0,5.6,0,1.8,76
2012/11/21,1.9,-0.2,8.0,0,4.5,0,4.2,53
2012/11/22,3.0,0.5,1.8,0,5.8,0,1.6,67
2012/11/23,0.6,-2.3,2.2,1,3.8,1,3.6,68
2012/11/24,0.1,-1.4,6.9,0,2.7,0,3.8,50
2012/11/25,1.8,0.2,4.7,0,3.4,0,3.0,53
2012/11/26,3.1,0.1,0.0,0,7.4,0,2.5,85
2012/11/27,0.5,-3.5,0.0,8,3.4,9,5.4,81
2012/11/28,0.8,-3.5,7.2,6,5.7,0,4.4,72
2012/11/29,2.2,-0.5,2.2,0,5.5,0,2.7,62
2012/11/30,-0.8,-2.7,0.7,1,0.7,2,1.6,80
2012/12/1,-3.2,-5.4,7.4,23,-0.3,22,3.4,61
2012/12/2,-2.0,-4.9,2.9,24,0.1,3,3.0,74
2012/12/3,1.0,-3.9,5.2,18,3.9,0,3.5,69
2012/12/4,5.2,3.1,0.0,11,7.1,0,5.9,78
2012/12/5,0.4,-0.8,0.4,4,3.2,4,2.9,62
2012/12/6,-0.3,-3.1,0.3,11,5.6,14,4.3,64
2012/12/7,-4.3,-5.3,1.1,11,-2.6,1,2.8,62
2012/12/8,-3.1,-5.6,0.0,32,-0.8,24,3.5,70
2012/12/9,-2.1,-5.8,0.2,31,-0.2,0,2.7,60
2012/12/10,1.5,-3.1,0.0,27,3.7,0,3.1,69
2012/12/11,-1.0,-3.3,0.1,39,0.6,17,2.3,86
2012/12/12,-1.4,-3.3,0.4,63,1.4,26,1.8,86
2012/12/13,-2.6,-7.6,6.2,67,1.3,4,1.6,74
2012/12/14,-0.4,-4.5,0.3,58,1.7,4,2.6,74
2012/12/15,-0.6,-4.5,0.0,55,1.3,1,2.0,69
2012/12/16,0.8,-1.1,0.2,68,3.6,16,2.5,85
2012/12/17,0.3,-1.9,2.6,59,2.5,2,1.9,63
2012/12/18,-1.6,-3.7,0.0,87,1.2,29,3.9,88
2012/12/19,-4.7,-6.8,4.8,84,-2.9,1,2.9,59
2012/12/20,-4.3,-8.2,6.2,76,-1.8,0,3.8,59
2012/12/21,-1.5,-3.6,5.2,70,0.2,0,3.0,53
2012/12/22,-1.1,-3.2,0.1,70,0.7,7,3.8,77
2012/12/23,-5.1,-7.3,6.8,72,-2.2,7,3.4,68
2012/12/24,-7.9,-11.3,2.2,74,-5.9,4,1.6,80
2012/12/25,-7.3,-13.5,3.1,71,-2.3,3,2.5,69
2012/12/26,-8.3,-10.5,2.8,81,-6.1,12,5.9,62
2012/12/27,-8.4,-10.5,1.4,73,-5.5,3,4.9,59
2012/12/28,-5.0,-9.2,6.4,71,-2.1,0,3.3,54
2012/12/29,-4.5,-6.1,3.3,67,-2.6,1,3.5,62
2012/12/30,2.0,-4.1,0.0,65,6.8,2,5.3,79
2012/12/31,-3.0,-6.9,0.9,60,1.8,5,3.3,68
2013/1/1,-5.6,-7.4,1.2,60,-4.0,1,2.0,64
2013/1/2,-4.3,-6.7,4.3,58,-1.9,2,3.1,67
2013/1/3,-6.4,-9.2,8.2,57,-3.6,0,5.2,42
2013/1/4,-7.6,-9.1,6.6,58,-5.3,4,4.1,54
2013/1/5,-4.2,-10.5,6.6,58,-0.4,0,3.1,58
2013/1/6,-5.9,-8.6,2.3,61,-1.3,5,4.2,67
2013/1/7,-7.1,-10.6,3.3,59,-5.3,0,3.4,58
2013/1/8,-7.3,-10.6,8.0,57,-3.7,0,2.8,54
2013/1/9,-8.2,-12.2,4.2,57,-4.0,1,1.9,61
2013/1/10,-6.6,-9.5,6.0,57,-3.6,0,3.1,52
2013/1/11,-6.5,-9.2,4.7,56,-4.7,0,3.3,59
2013/1/12,-4.5,-6.6,0.3,56,-2.4,0,2.3,71
2013/1/13,-3.9,-8.2,8.4,62,-1.3,7,4.5,57
2013/1/14,-5.3,-8.2,2.0,59,-3.3,0,1.6,64
2013/1/15,-7.1,-9.3,0.0,69,-5.0,13,3.2,74
2013/1/16,-6.6,-10.3,6.3,69,-2.9,2,1.5,70
2013/1/17,-8.3,-11.1,4.5,75,-6.4,12,1.6,73
2013/1/18,-8.0,-11.5,2.4,81,-4.8,9,3.3,74
2013/1/19,-2.4,-5.9,0.7,83,-0.3,9,5.1,75
2013/1/20,-1.1,-2.1,0.2,92,0.3,12,5.8,84
2013/1/21,-1.1,-2.8,0.0,92,0.0,4,3.2,79
2013/1/22,-2.7,-4.7,6.3,89,-0.5,0,1.4,69
2013/1/23,-3.9,-6.9,7.4,90,-0.2,5,1.3,75
2013/1/24,-2.6,-8.6,4.1,96,1.9,13,4.3,72
2013/1/25,-1.0,-7.3,0.1,97,2.7,2,4.9,67
2013/1/26,-4.9,-8.6,0.0,86,-2.2,0,3.2,59
2013/1/27,-2.3,-4.1,1.3,89,-0.3,7,6.8,77
2013/1/28,-4.3,-8.0,7.7,90,-0.9,2,1.5,72
2013/1/29,-4.5,-10.1,3.3,96,-1.0,12,2.8,78
2013/1/30,-1.0,-3.9,0.0,97,0.5,3,5.8,79
2013/1/31,-0.8,-4.7,0.8,94,2.0,0,1.5,79
2013/2/1,1.7,-4.7,0.2,91,4.7,0,4.4,72
2013/2/2,1.2,-5.6,6.9,85,7.6,0,5.9,64
2013/2/3,-5.8,-7.5,4.3,73,-3.9,3,5.2,62
2013/2/4,-3.1,-5.1,1.6,81,-1.3,9,2.4,72
2013/2/5,-4.9,-7.1,5.5,87,-3.0,9,6.1,56
2013/2/6,-4.1,-7.5,2.6,82,-1.5,0,1.3,61
2013/2/7,-3.5,-8.8,0.0,101,0.5,23,4.4,77
2013/2/8,-2.5,-4.1,0.8,104,0.0,7,6.8,78
2013/2/9,-4.7,-8.3,4.4,110,-1.9,7,4.4,73
2013/2/10,-5.8,-11.0,2.9,105,-1.5,0,1.7,70
2013/2/11,-6.1,-10.1,2.7,100,-2.8,0,1.6,71
2013/2/12,-6.0,-11.0,2.9,97,-1.8,2,1.9,72
2013/2/13,-3.8,-7.5,8.8,96,-0.4,3,1.8,70
2013/2/14,-2.4,-5.6,1.5,106,0.4,13,1.3,82
2013/2/15,-3.3,-7.4,7.4,103,0.2,3,3.0,61
2013/2/16,-5.7,-7.9,2.1,116,-4.0,19,2.8,77
2013/2/17,-5.9,-9.5,3.8,128,-2.0,12,3.2,69
2013/2/18,-5.3,-10.1,0.0,119,-3.4,5,2.0,82
2013/2/19,-4.0,-6.9,2.9,120,-1.2,4,2.3,75
2013/2/20,-6.4,-8.7,6.4,117,-4.1,0,3.7,58
2013/2/21,-5.4,-8.8,6.6,120,-2.5,9,4.1,59
2013/2/22,-5.0,-8.7,3.0,114,-2.0,0,2.3,62
2013/2/23,-5.3,-9.3,8.4,110,-2.4,0,3.3,58
2013/2/24,-6.9,-10.0,0.0,119,-4.6,11,2.0,77
2013/2/25,-5.8,-11.3,8.0,137,-3.3,23,2.5,71
2013/2/26,-3.4,-9.5,7.6,136,0.2,0,2.8,54
2013/2/27,-0.3,-4.3,6.2,123,2.7,0,4.6,65
2013/2/28,0.8,-1.7,3.6,118,5.3,6,3.7,69
2013/3/1,0.6,-1.3,0.0,115,3.5,0,5.9,79
2013/3/2,-0.8,-3.1,1.5,112,3.6,8,9.0,78
2013/3/3,-2.6,-4.2,0.5,120,-0.8,11,6.7,73
2013/3/4,-2.7,-7.8,4.6,120,-0.1,1,2.0,77
2013/3/5,-0.6,-4.8,5.1,114,2.6,0,1.7,66
2013/3/6,0.3,-3.6,0.8,112,2.4,6,4.2,71
2013/3/7,0.6,-4.2,0.8,110,3.6,0,5.1,76
2013/3/8,1.4,-2.4,3.6,115,6.2,10,3.3,76
2013/3/9,-5.4,-7.2,2.5,130,-2.1,15,6.7,72
2013/3/10,-4.0,-6.4,1.1,129,1.6,6,6.2,69
2013/3/11,-3.7,-7.4,5.0,131,0.0,6,4.0,61
2013/3/12,2.7,-5.7,0.3,125,6.5,0,2.8,65
2013/3/13,2.0,-1.8,0.0,117,6.0,5,4.5,84
2013/3/14,-3.2,-4.8,7.3,114,-1.2,0,4.6,56
2013/3/15,1.5,-4.2,3.7,110,5.7,0,3.4,59
2013/3/16,-0.8,-5.1,0.6,114,4.1,9,4.9,72
2013/3/17,0.8,-5.8,8.0,113,5.2,0,4.2,58
2013/3/18,4.8,2.4,0.0,106,6.4,0,4.8,76
2013/3/19,3.4,-0.9,7.0,100,9.0,0,3.6,64
2013/3/20,-0.4,-3.9,0.0,107,2.5,13,3.9,74
2013/3/21,-4.0,-5.2,4.5,117,-2.4,10,5.5,66
2013/3/22,-0.1,-4.2,4.2,109,3.4,0,4.1,70
2013/3/23,-1.7,-3.8,6.6,100,0.9,0,3.5,55
2013/3/24,0.1,-3.4,6.2,97,3.9,0,2.4,56
2013/3/25,-0.1,-4.6,9.9,95,3.1,1,1.9,58
2013/3/26,0.4,-2.5,6.2,95,3.5,1,3.3,66
2013/3/27,2.8,-0.4,9.9,92,6.0,0,5.3,54
2013/3/28,4.6,2.1,2.9,87,8.5,0,4.0,80
2013/3/29,2.4,-1.1,3.3,82,5.2,3,2.4,60
2013/3/30,1.0,-2.8,3.6,82,4.3,0,2.8,60
2013/3/31,1.3,-1.9,6.4,78,4.1,0,2.3,52
2013/4/1,3.2,-1.5,9.2,76,6.6,0,3.2,48
2013/4/2,5.2,1.8,4.1,71,9.0,0,2.7,64
2013/4/3,6.9,2.1,2.3,67,10.7,0,3.8,74
2013/4/4,5.9,2.2,10.0,60,9.6,0,4.0,56
2013/4/5,4.6,0.3,8.7,52,8.6,0,2.1,58
2013/4/6,7.4,2.4,1.0,47,10.7,0,6.7,65
2013/4/7,9.3,6.2,0.1,36,11.3,0,5.4,90
2013/4/8,5.3,4.2,2.9,23,7.0,0,7.9,61
2013/4/9,5.4,2.3,5.8,17,8.9,0,5.5,59
2013/4/10,4.8,1.5,4.5,12,8.6,0,3.3,59
2013/4/11,4.5,0.6,6.8,10,8.2,3,3.1,60
2013/4/12,3.1,1.1,3.4,3,7.4,1,2.7,71
2013/4/13,6.4,3.2,1.8,0,10.0,0,2.8,52
2013/4/14,8.3,5.0,4.3,0,12.8,0,7.6,68
2013/4/15,5.7,2.2,9.1,0,8.6,0,3.5,46
2013/4/16,6.7,3.2,5.9,0,11.5,0,3.4,51
2013/4/17,4.4,2.4,0.1,0,7.2,0,4.1,81
2013/4/18,4.9,2.5,2.9,0,8.7,0,3.5,71
2013/4/19,3.4,0.7,4.0,1,6.6,1,4.3,76
2013/4/20,5.5,1.9,7.7,0,10.7,0,3.0,57
2013/4/21,7.1,3.1,6.9,0,11.9,0,4.0,49
2013/4/22,8.6,5.2,10.8,0,13.4,0,4.4,45
2013/4/23,10.7,5.1,12.0,0,16.4,0,2.6,45
2013/4/24,9.7,7.2,0.5,0,13.0,0,5.7,59
2013/4/25,8.8,6.9,0.9,0,10.8,0,4.4,64
2013/4/26,8.6,5.5,0.5,0,12.7,0,4.3,72
2013/4/27,7.0,5.6,0.0,0,9.1,0,6.3,83
2013/4/28,5.4,4.2,0.0,0,6.9,0,10.4,81
2013/4/29,5.8,4.9,1.8,0,8.8,0,6.2,80
2013/4/30,5.1,4.1,0.1,0,7.1,0,4.1,81
2013/5/1,5.5,3.5,0.0,0,7.8,0,2.3,79
2013/5/2,4.6,2.6,1.6,0,7.0,0,6.5,71
2013/5/3,4.6,2.2,0.0,0,5.8,0,3.8,84
2013/5/4,5.9,4.5,0.0,0,8.4,0,2.1,86
2013/5/5,7.8,5.1,0.8,0,12.3,0,1.7,79
2013/5/6,6.0,3.3,0.0,0,7.7,0,3.2,81
2013/5/7,5.0,2.4,7.5,0,9.1,0,6.2,56
2013/5/8,7.8,3.4,9.6,0,12.5,0,5.8,55
2013/5/9,11.2,5.6,10.2,0,17.7,0,2.9,61
2013/5/10,12.9,7.9,12.1,0,18.3,0,4.6,57
2013/5/11,9.8,8.0,0.0,0,11.9,0,8.1,77
2013/5/12,10.7,8.3,1.4,0,14.5,0,2.8,79
2013/5/13,8.7,6.1,1.7,0,11.1,0,6.0,76
2013/5/14,10.3,7.8,0.8,0,13.7,0,2.6,79
2013/5/15,9.6,7.9,0.0,0,12.7,0,4.4,80
2013/5/16,9.7,7.2,6.4,0,14.1,0,4.2,84
2013/5/17,12.1,6.7,10.1,0,21.0,0,2.6,69
2013/5/18,12.8,8.8,6.1,0,20.2,0,2.1,70
