"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2017年10月26日","59.30","58.42","59.55","58.05","232.28K","1.47%"
"2017年10月25日","58.44","58.44","58.74","57.85","260.55K","0.19%"
"2017年10月24日","58.33","57.41","58.57","57.04","334.68K","1.67%"
"2017年10月23日","57.37","57.95","58.05","57.27","353.07K","-0.66%"
"2017年10月20日","57.75","57.32","57.94","56.60","369.89K","0.91%"
"2017年10月19日","57.23","58.24","58.30","57.02","430.67K","-1.58%"
"2017年10月18日","58.15","58.16","58.54","57.74","329.33K","0.47%"
"2017年10月17日","57.88","57.78","58.35","57.18","405.22K","0.10%"
"2017年10月16日","57.82","57.28","58.47","57.12","341.78K","1.14%"
"2017年10月13日","57.17","56.44","57.57","56.34","332.60K","1.64%"
"2017年10月12日","56.25","56.74","56.83","55.88","339.53K","-1.21%"
"2017年10月11日","56.94","56.56","57.09","56.51","85.99K","0.58%"
"2017年10月10日","56.61","55.78","56.91","55.73","290.34K","1.47%"
"2017年10月9日","55.79","55.50","55.98","55.06","301.15K","0.31%"
"2017年10月6日","55.62","56.99","57.28","55.13","395.65K","-2.42%"
"2017年10月5日","57.00","55.77","57.24","55.70","379.30K","2.15%"
"2017年10月4日","55.80","55.67","56.20","55.38","330.85K","-0.36%"
"2017年10月3日","56.00","56.10","56.40","55.70","275.42K","-0.21%"
"2017年10月2日","56.12","56.73","56.76","55.50","352.05K","-2.47%"
"2017年9月29日","57.54","57.60","57.80","57.14","24.02K","0.23%"
"2017年9月28日","57.41","57.70","58.65","56.85","117.89K","-0.85%"
"2017年9月27日","57.90","58.57","58.89","57.57","142.87K","-0.92%"
"2017年9月26日","58.44","59.05","59.49","57.77","214.73K","-0.98%"
"2017年9月25日","59.02","56.87","59.25","56.70","224.94K","3.80%"
"2017年9月22日","56.86","56.50","56.91","56.22","208.36K","0.76%"
"2017年9月21日","56.43","56.17","56.53","55.76","251.62K","0.25%"
"2017年9月20日","56.29","55.35","56.48","55.26","295.65K","2.09%"
"2017年9月19日","55.14","55.48","55.89","54.89","221.76K","-0.61%"
"2017年9月18日","55.48","55.59","55.95","54.82","278.12K","-0.25%"
"2017年9月15日","55.62","55.29","55.85","54.86","271.07K","0.27%"
"2017年9月14日","55.47","55.02","55.99","54.93","327.35K","0.56%"
"2017年9月13日","55.16","54.18","55.21","54.03","291.47K","1.64%"
"2017年9月12日","54.27","53.77","54.44","53.42","279.34K","0.80%"
"2017年9月11日","53.84","53.82","54.14","53.04","276.43K","0.11%"
"2017年9月8日","53.78","54.54","54.87","53.57","307.45K","-1.30%"
"2017年9月7日","54.49","54.13","54.67","53.89","306.72K","0.54%"
"2017年9月6日","54.20","53.16","54.31","53.09","322.60K","1.54%"
"2017年9月5日","53.38","52.30","53.66","52.09","300.78K","1.99%"
"2017年9月4日","52.34","52.85","52.85","51.99","121.54K","-0.78%"
"2017年9月1日","52.75","52.84","52.95","52.24","262.20K","0.71%"
"2017年8月31日","52.38","50.58","52.43","50.56","33.50K","2.99%"
"2017年8月30日","50.86","51.97","52.01","50.58","152.59K","-2.19%"
"2017年8月29日","52.00","52.04","52.19","51.36","139.97K","0.21%"
"2017年8月28日","51.89","52.38","52.84","51.52","141.58K","-0.99%"
"2017年8月25日","52.41","52.30","52.68","51.93","218.09K","0.71%"
"2017年8月24日","52.04","52.55","52.71","51.61","255.76K","-1.01%"
"2017年8月23日","52.57","51.68","52.63","51.45","287.20K","1.35%"
"2017年8月22日","51.87","51.78","52.28","51.39","313.92K","0.41%"
"2017年8月21日","51.66","53.00","53.00","51.30","271.57K","-2.01%"
"2017年8月18日","52.72","50.89","52.96","50.78","317.44K","3.31%"
"2017年8月17日","51.03","50.40","51.12","50.00","334.30K","1.51%"
"2017年8月16日","50.27","50.98","51.40","50.15","305.55K","-1.04%"
"2017年8月15日","50.80","50.65","51.15","50.02","334.16K","0.14%"
"2017年8月14日","50.73","52.02","52.38","50.55","281.57K","-2.63%"
"2017年8月11日","52.10","51.94","52.28","51.30","245.31K","0.39%"
"2017年8月10日","51.90","52.72","53.64","51.67","450.28K","-1.52%"
"2017年8月9日","52.70","51.99","52.85","51.81","265.61K","1.07%"
"2017年8月8日","52.14","52.24","52.73","51.82","235.16K","-0.44%"
"2017年8月7日","52.37","52.39","52.53","51.37","260.94K","-0.10%"
"2017年8月4日","52.42","51.97","52.52","51.43","278.78K","0.79%"
"2017年8月3日","52.01","52.24","52.89","51.77","402.66K","-0.67%"
"2017年8月2日","52.36","51.38","52.43","51.18","406.42K","1.12%"
"2017年8月1日","51.78","52.70","52.93","50.88","392.64K","-1.65%"
"2017年7月31日","52.65","52.60","52.92","52.20","25.54K","0.25%"
